table_schema,table_name,column_name,data_type,is_nullable,column_default,comment
public,user_deletion_logs,user_agent,text,YES,null,탈퇴 요청/처리 시 User-Agent(가능한 경우 기록)
public,user_deletion_logs,created_at,timestamp with time zone,NO,now(),탈퇴 이벤트 기록 시각
public,user_subscriptions,subscription_id,uuid,NO,gen_random_uuid(),구독 계약 고유 ID
public,user_subscriptions,user_id,uuid,NO,null,구독 대상 사용자 ID (public.users.user_id 참조)
public,user_subscriptions,entry_plan_id,uuid,NO,null,구독 시작 시 고객이 선택한 최초 플랜 (첫 달 요금 기준)
public,user_subscriptions,billing_plan_id,uuid,NO,null,이번 결제에 실제로 적용될 청구 기준 플랜 (전달 사용량 기준으로 매달 변경 가능)
public,user_subscriptions,promotion_id,uuid,YES,null,적용 중인 프로모션 ID (NULL = 프로모션 없음)
public,user_subscriptions,customer_key,text,NO,null,토스 결제 고객 식별자 (서비스 내부 users.user_id와 동일하게 사용)
public,user_subscriptions,status,text,NO,null,"구독 상태 (active, failed, paused, canceled)"
public,user_subscriptions,current_period_start,timestamp with time zone,YES,null,"이번 결제로 확보한 사용 가능 기간의 시작 시각 (월 단위, 결제 성공 시 갱신)"
public,user_subscriptions,current_period_end,timestamp with time zone,YES,null,이번 결제로 확보한 사용 가능 기간의 종료 시각 (이 시각 이후에는 사용 불가)
public,user_subscriptions,is_first_billing,boolean,NO,true,첫 달 결제 여부 (true일 경우 전달 사용량 기준 청구 로직을 적용하지 않음)
public,user_subscriptions,promotion_applied_at,timestamp with time zone,YES,null,프로모션이 실제로 유저에게 적용된 시각 (결제 성공 시점)
public,user_subscriptions,promotion_expires_at,timestamp with time zone,YES,null,유저 단위 프로모션 혜택 종료 시각 (이후부터는 정상 요금 청구)
public,user_subscriptions,cancel_at_period_end,boolean,NO,false,현재 결제 주기 종료 후 자동 해지 여부
public,user_subscriptions,canceled_at,timestamp with time zone,YES,null,구독 계약이 실제로 해지 처리된 시각
public,user_subscriptions,created_at,timestamp with time zone,NO,now(),"구독 계약 최초 생성 시각 (구독 시작 시점, 변경되지 않음)"
public,user_subscriptions,updated_at,timestamp with time zone,YES,null,"구독 계약 조건이 마지막으로 변경된 시각 (플랜 변경, 상태 변경 등)"
public,user_subscriptions,failed_at,timestamp with time zone,YES,null,결제 실패가 최초 발생한 시각
public,user_subscriptions,grace_until,timestamp with time zone,YES,null,결제 실패 후 유예(grace period)가 종료되는 시각 (failed_at + 7일)
public,user_subscriptions,payment_method_id,uuid,YES,null,현재 구독 결제에 사용 중인 결제수단(payment_methods) ID
public,user_subscriptions,next_billing_at,timestamp with time zone,YES,null,다음 결제가 예정된 시각. 무료 기간 종료 시점 또는 현재 결제 주기 종료 시각을 나타낸다.
public,users,user_id,uuid,NO,gen_random_uuid(),사용자 고유 ID (UUID)
public,users,pharmacist_name,character varying,NO,null,대표 약사명
public,users,pharmacist_phone,character varying,NO,null,약사 핸드폰 번호
public,users,business_number,character varying,NO,null,약국 사업자 번호
public,users,pharmacy_name,character varying,NO,null,약국 이름
public,users,pharmacy_phone,character varying,NO,null,약국 대표번호
public,users,postcode,character varying,NO,null,우편번호
public,users,address,character varying,NO,null,도로명/지번 주소
public,users,detail_address,character varying,YES,null,상세 주소
public,users,google_picture,character varying,YES,null,구글 프로필 사진 URL
public,users,is_active,boolean,YES,true,계정 활성화 상태
public,users,created_at,timestamp with time zone,YES,CURRENT_TIMESTAMP,null
public,users,updated_at,timestamp with time zone,YES,CURRENT_TIMESTAMP,null
public,users,is_deleted,boolean,NO,false,회원 탈퇴(soft delete) 여부. true이면 서비스 접근 차단 대상으로 간주
public,users,deleted_at,timestamp with time zone,YES,null,탈퇴 처리 시각
public,users,deleted_reason,text,YES,null,탈퇴 사유(회원 입력 또는 관리자 입력)
public,users,deleted_by,uuid,YES,null,"탈퇴 처리 주체. NULL=회원 본인, 값 존재=관리자(admins.admin_id)"
